date	hive1812	hive1813	hive1820	hive1824
9/1/2018 20:35	47.9920949	34.2802703	40.28634633	42.24501776
9/1/2018 20:40	48.01227191	34.30156134	40.39746888	42.25156696
9/1/2018 20:45	48.00832424	34.30433843	40.39469081	42.2463276
9/1/2018 20:50	48.01227191	34.27332757	40.38311555	42.23148274
9/1/2018 20:55	48.00174478	34.27749321	40.39191275	42.22755322
9/1/2018 21:00	47.99867436	34.28165885	40.37478136	42.21925756
9/1/2018 21:05	47.97323378	34.26869909	40.33496244	42.23803194
9/1/2018 21:10	47.98683133	34.29600716	40.38496759	42.22493354
9/1/2018 21:15	47.99341079	34.28721303	40.37617039	42.2301729
9/1/2018 21:20	48.00437656	34.30156134	40.38172652	42.22624338
9/1/2018 21:25	48.00306067	34.29878425	40.37617039	42.23148274
9/1/2018 21:30	47.98814722	34.29878425	40.37894845	42.23148274
9/1/2018 21:35	48.00174478	34.3001728	40.38033748	42.22886306
9/1/2018 21:40	47.99604258	34.27749321	40.37894845	42.22624338
9/1/2018 21:45	48.00306067	34.30294989	40.37755942	42.22755322
9/1/2018 21:50	47.99867436	34.30294989	40.37478136	42.22624338
9/1/2018 21:55	47.99867436	34.30294989	40.37478136	42.22187724
9/1/2018 22:00	47.99735847	34.3001728	40.37200329	42.21925756
9/1/2018 22:05	47.9920949	34.30294989	40.37061426	42.21794772
9/1/2018 22:10	47.98814722	34.30294989	40.37061426	42.21532804
9/1/2018 22:15	47.9920949	34.30433843	40.36922523	42.21663788
9/1/2018 22:20	47.99077901	34.30294989	40.36459512	42.2140182
9/1/2018 22:25	47.9920949	34.30433843	40.3678362	42.21270836
9/1/2018 22:30	47.99077901	34.30294989	40.36459512	42.21008868
9/1/2018 22:35	47.99077901	34.30711553	40.36042803	42.19393398
9/1/2018 22:40	47.98946312	34.30433843	40.36320609	42.20572255
9/1/2018 22:45	47.98946312	34.30433843	40.36042803	42.20441271
9/1/2018 22:50	47.98551544	34.30572698	40.35626093	42.20179303
9/1/2018 22:55	47.98419955	34.30433843	40.35764996	42.20048319
9/1/2018 23:00	47.98419955	34.30711553	40.3548719	42.1978635
9/1/2018 23:05	47.98288366	34.30433843	40.35348287	42.19655366
9/1/2018 23:10	47.98112913	34.30711553	40.35348287	42.19655366
9/1/2018 23:15	47.98288366	34.30711553	40.35070481	42.19393398
9/1/2018 23:20	47.97849735	34.30711553	40.35070481	42.19262414
9/1/2018 23:25	47.97718146	34.30711553	40.34792674	42.1913143
9/1/2018 23:30	47.97718146	34.30711553	40.34792674	42.18825801
9/1/2018 23:35	47.97454967	34.30433843	40.3460747	42.18432849
9/1/2018 23:40	47.97323378	34.30711553	40.34329664	42.18432849
9/1/2018 23:45	47.97191789	34.30711553	40.3419076	42.17384977
9/1/2018 23:50	47.970602	34.30711553	40.34468567	42.17253993
9/1/2018 23:55	47.970602	34.30711553	40.34051857	42.16948363
9/2/2018 0:00	47.96797021	34.31035547	40.33912954	42.16948363
9/2/2018 0:05	47.96797021	34.30711553	40.33635148	42.16686395
9/2/2018 0:10	47.96665432	34.31035547	40.33496244	42.16555411
9/2/2018 0:15	47.96095212	34.30711553	40.33496244	42.16293443
9/2/2018 0:20	47.95963623	34.31035547	40.33357341	42.16162459
9/2/2018 0:25	47.95963623	34.31035547	40.33357341	42.15900491
9/2/2018 0:30	47.95832034	34.31035547	40.33079535	42.15769507
9/2/2018 0:35	47.95568855	34.30711553	40.33218438	42.15507539
9/2/2018 0:40	47.96095212	34.31035547	40.32940632	42.15507539
9/2/2018 0:45	47.95832034	34.31035547	40.32940632	42.15332893
9/2/2018 0:50	47.95700444	34.31035547	40.32755428	42.15070925
9/2/2018 0:55	47.95568855	34.31035547	40.32755428	42.15070925
9/2/2018 1:00	47.95437266	34.31035547	40.32477621	42.14939941
9/2/2018 1:05	47.95042498	34.31035547	40.32477621	42.14546989
9/2/2018 1:10	47.9477932	34.31035547	40.32338718	42.14416005
9/2/2018 1:15	47.95174088	34.30711553	40.32060912	42.14154037
9/2/2018 1:20	47.9477932	34.30711553	40.32060912	42.14023053
9/2/2018 1:25	47.94910909	34.31035547	40.31922008	42.14154037
9/2/2018 1:30	47.94910909	34.31035547	40.32060912	42.12276599
9/2/2018 1:35	47.94340689	34.30294989	40.32060912	42.13455456
9/2/2018 1:40	47.94603868	34.30711553	40.31783105	42.13455456
9/2/2018 1:45	47.942091	34.31035547	40.31783105	42.13324472
9/2/2018 1:50	47.942091	34.31035547	40.31505299	42.13062504
9/2/2018 1:55	47.93945922	34.31035547	40.31505299	42.12538568
9/2/2018 2:00	47.94077511	34.31174401	40.31644202	42.13062504
9/2/2018 2:05	47.93945922	34.30896692	40.31227493	42.12669552
9/2/2018 2:10	47.93814333	34.30711553	40.31088589	42.12276599
9/2/2018 2:15	47.93419565	34.31035547	40.31227493	42.12276599
9/2/2018 2:20	47.93814333	34.31174401	40.31088589	42.12538568
9/2/2018 2:25	47.91796631	34.30711553	40.2979216	42.12014631
9/2/2018 2:30	47.89515752	34.27749321	40.2891244	42.11054082
9/2/2018 2:35	47.93419565	34.30572698	40.30764482	42.12014631
9/2/2018 2:40	47.93156386	34.28721303	40.30208869	42.10923098
9/2/2018 2:45	47.93156386	34.30711553	40.30347772	42.1131605
9/2/2018 2:50	47.9205981	34.30294989	40.29931063	42.10923098
9/2/2018 2:55	47.92893208	34.30572698	40.30069966	42.10923098
9/2/2018 3:00	47.92454577	34.30156134	40.29931063	42.1131605
9/2/2018 3:05	47.91533453	34.29878425	40.29514353	42.11054082
9/2/2018 3:10	47.92586167	34.30294989	40.29931063	42.11447034
9/2/2018 3:15	47.92717756	34.30156134	40.28773536	42.10923098
9/2/2018 3:20	47.92191399	34.30433843	40.2937545	42.1066113
9/2/2018 3:25	47.91796631	34.30572698	40.2979216	42.1066113
9/2/2018 3:30	47.91796631	34.30156134	40.28773536	42.1066113
9/2/2018 3:35	47.92191399	34.30572698	40.2979216	42.09438612
9/2/2018 3:40	47.91665042	34.30711553	40.29236547	42.10268178
9/2/2018 3:45	47.91138685	34.29878425	40.27384505	42.10530146
9/2/2018 3:50	47.91665042	34.30294989	40.2937545	42.10399162
9/2/2018 3:55	47.91796631	34.30156134	40.29653257	42.10268178
9/2/2018 4:00	47.91270274	34.30294989	40.28773536	42.09569596
9/2/2018 4:05	47.78988615	34.29878425	40.2937545	42.09569596
9/2/2018 4:10	47.88682353	34.30156134	40.28356827	42.09176644
9/2/2018 4:15	47.88945532	34.29600716	40.28356827	42.06469641
9/2/2018 4:20	47.85436486	34.24463096	40.21828377	42.08914676
9/2/2018 4:25	47.85568075	34.23028265	40.23958226	42.0839074
9/2/2018 4:30	47.88813943	34.28582449	40.27523408	42.07037238
9/2/2018 4:35	47.90173698	34.2830474	40.29236547	42.07299206
9/2/2018 4:40	47.88682353	34.27749321	40.27523408	42.07299206
